"n","k","t"
3500,15,30.6900000000001
3500,16,30.2199999999998
3500,17,30.8400000000001
3500,18,30.6600000000003
3500,19,30.8200000000002
3500,20,30.6300000000001
3500,21,31.3799999999997
3500,22,30.77
3500,23,30.79
3500,24,30.6500000000001
3500,25,30.75
3500,26,30.6500000000001
3500,27,31.1799999999998
3500,28,32.23
3500,29,30.52
3500,30,30.1599999999999
3500,31,30.6799999999998
3500,32,30.0799999999999
3500,33,31.3499999999999
3500,34,30.5999999999999
3500,35,32.5299999999997
3500,36,32.8900000000003
3500,37,30.6199999999999
3500,38,31.9699999999998
3500,39,31.0999999999999
3500,40,31.7999999999997
4000,1,45.2600000000002
4000,2,45.7199999999998
4000,3,44.4200000000001
4000,4,43.7999999999997
4000,5,47.3299999999999
4000,6,46.75
4000,7,45.8799999999997
4000,8,44.5999999999999
4000,9,48.1399999999994
4000,10,44.8299999999999
4000,11,44.75
4000,12,45.75
4000,13,44.8000000000002
4000,14,44.6099999999997
4000,15,48
4000,16,43.46
4000,17,44.4100000000008
4000,18,44.1600000000008
4000,19,44.3600000000006
4000,20,44.5799999999999
4000,21,47.1700000000001
4000,22,50.5300000000007
4000,23,46.9800000000005
4000,24,44.3200000000006
4000,25,45.25
4000,26,48.8399999999992
4000,27,45.2600000000002
4000,28,44.2600000000002
4000,29,44.6999999999998
4000,30,44.75
4000,31,44.9099999999999
4000,32,44.4399999999996
4000,33,44.5299999999997
4000,34,44.3299999999999
4000,35,44.3899999999994
4000,36,45.25
4000,37,50.0800000000008
4000,38,43.6900000000005
4000,39,43.6999999999998
4000,40,45.9200000000001
